brand_key,n_malls_araneta,n_malls_ayala,n_malls_filinvest,n_malls_fishermall,n_malls_gmall,n_malls_megaworld,n_malls_ortigas,n_malls_robinsons,n_malls_sm,n_malls_starmall,n_malls_waltermart,n_malls_xentro,n_malls_total,n_chains,in_all_chains,in_multiple_chains,display_name
shakeys pizza,0,0,0,0,0,0,0,1,0,0,0,0,1,1,False,False,Shakey's Pizza
shakeys korn,0,0,0,0,0,0,0,0,0,0,0,1,1,1,False,False,SHAKEYS KORN
shakeys 9278110353,0,0,0,0,0,0,0,1,0,0,0,0,1,1,False,False,SHAKEY'S 9278110353 (OPEN)
shakeys 505 5860,0,0,0,0,0,0,0,1,0,0,0,0,1,1,False,False,SHAKEY'S (032)505-5860
shakey s,0,0,0,0,1,0,0,0,0,0,0,0,1,1,False,False,Shakey\'s
skin 911 facial and slimming centre,0,1,0,0,0,0,0,0,0,0,0,0,1,1,False,False,SKIN 911 FACIAL AND SLIMMING CENTRE
skin adept,0,0,0,0,0,0,1,0,0,0,0,0,1,1,False,False,Skin Adept
shaka cafes,0,0,0,0,0,0,0,0,1,0,0,0,1,1,False,False,SHAKA CAFES
shaka cafe,0,0,0,0,0,1,0,0,0,0,0,0,1,1,False,False,Shaka Cafe
shadows & patterns,0,0,0,0,0,0,1,0,0,0,0,0,1,1,False,False,Shadows & Patterns
shaburi kintan,0,1,0,0,0,0,0,0,0,0,0,0,1,1,False,False,SHABURI KINTAN
sha xian snack,0,0,0,0,0,1,0,0,0,0,0,0,1,1,False,False,Sha-Xian Snack
shams,0,0,0,0,0,0,0,1,0,0,0,0,1,1,False,False,Shams
skin breathe,1,0,0,0,0,0,0,0,0,0,0,0,1,1,False,False,SKIN BREATHE
skin care solutions,0,0,0,0,0,0,0,0,1,0,0,0,1,1,False,False,SKIN CARE SOLUTIONS
sgt sisig,0,0,0,0,0,0,0,0,0,0,0,1,1,1,False,False,SGT. SISIG
sgroppino italia coffee shop,0,0,0,0,0,0,0,0,1,0,0,0,1,1,False,False,SGROPPINO ITALIA COFFEE SHOP
sg urban empanada,0,0,0,0,0,0,0,1,0,0,0,0,1,1,False,False,SG Urban Empanada
sg dermatology and surgical aesthetic clinic,0,0,1,0,0,0,0,0,0,0,0,0,1,1,False,False,Sg Dermatology And Surgical Aesthetic Clinic
sg clinic,0,0,0,0,0,0,0,1,0,0,0,0,1,1,False,False,SG Clinic
sfx porcelain trading,1,0,0,0,0,0,0,0,0,0,0,0,1,1,False,False,SFX PORCELAIN TRADING
sfdc ngipin station,0,0,1,0,0,0,0,0,0,0,0,0,1,1,False,False,Sfdc Ngipin Station
skin cell,0,0,0,0,0,1,0,0,0,0,0,0,1,1,False,False,Skin Cell
skin centraal dermatology clinic,0,1,0,0,0,0,0,0,0,0,0,0,1,1,False,False,SKIN CENTRAAL DERMATOLOGY CLINIC
shama 0946 604 7577,0,0,0,0,0,0,0,1,0,0,0,0,1,1,False,False,SHAMA 0946-604-7577 (NEW)
shandie,0,0,0,0,0,0,0,1,0,0,0,0,1,1,False,False,Shandie
sexy on jeans philippine savings bank,0,0,0,0,0,0,0,0,0,0,0,1,1,1,False,False,SEXY ON JEANS PHILIPPINE SAVINGS BANK
sjm watch services,0,0,0,0,0,0,0,0,1,0,0,0,1,1,False,False,SJM WATCH SERVICES
sheenas sleek,1,0,0,0,0,0,0,0,0,0,0,0,1,1,False,False,SHEENA'S SLEEK
sheeha money changer,0,0,0,0,0,1,0,0,0,0,0,0,1,1,False,False,Sheeha Money Changer
shee bakes,0,0,0,0,0,0,0,1,0,0,0,0,1,1,False,False,SHEE BAKES
shearmahz,0,0,0,0,0,0,0,0,1,0,0,0,1,1,False,False,SHEARMAHZ
shaxia snack house,0,0,0,0,0,1,0,0,0,0,0,0,1,1,False,False,Shaxia Snack House
shawie nails spa,0,1,0,0,0,0,0,0,0,0,0,0,1,1,False,False,SHAWIE NAILS SPA
shawarma shack 9298246713,0,0,0,0,0,0,0,1,0,0,0,0,1,1,False,False,Shawarma Shack 9298246713
shawarma shack 0917 573 2556,0,0,0,0,0,0,0,1,0,0,0,0,1,1,False,False,SHAWARMA SHACK 0917-573-2556 (NEW)
sizzling smoque,0,0,0,0,0,0,0,0,1,0,0,0,1,1,False,False,SIZZLING SMOQUE
shawarma lover,0,0,0,0,0,0,0,1,0,0,0,0,1,1,False,False,Shawarma Lover
sj lifestyle,0,0,1,0,0,0,0,0,0,0,0,0,1,1,False,False,Sj Lifestyle
sk pierceson,0,0,0,0,0,0,0,1,0,0,0,0,1,1,False,False,SK. PIERCESON
shanghai express,0,0,0,0,0,1,0,0,0,0,0,0,1,1,False,False,Shanghai Express
shawarma craze,0,0,0,0,0,0,0,1,0,0,0,0,1,1,False,False,SHAWARMA CRAZE
shawarma,0,1,0,0,0,0,0,0,0,0,0,0,1,1,False,False,SHAWARMA
sharmainescakes and patries,0,0,0,0,0,0,0,1,0,0,0,0,1,1,False,False,Sharmaines'Cakes and Patries
shark ninja,0,0,1,0,0,0,0,0,0,0,0,0,1,1,False,False,Shark Ninja
sharetea,0,0,0,0,0,0,0,1,0,0,0,0,1,1,False,False,Sharetea
skewd,0,0,0,0,0,0,0,1,0,0,0,0,1,1,False,False,SKEW'D
shapes and sizes,0,1,0,0,0,0,0,0,0,0,0,0,1,1,False,False,SHAPES AND SIZES
shanylle p h,0,0,0,0,0,0,1,0,0,0,0,0,1,1,False,False,Shanylle P.h
skin,0,1,0,0,0,0,0,0,0,0,0,0,1,1,False,False,SKIN +
skin & body,0,0,1,0,0,0,0,0,0,0,0,0,1,1,False,False,Skin & Body
shanghai saloon,0,0,0,0,0,0,0,0,1,0,0,0,1,1,False,False,SHANGHAI SALOON
seyah collection,0,0,0,0,0,0,0,0,0,0,0,1,1,1,False,False,SEYAH COLLECTION
skin doctors,0,0,0,0,1,0,0,0,0,0,0,0,1,1,False,False,Skin Doctors
skintrends,0,0,0,0,0,0,0,0,1,0,0,0,1,1,False,False,SKINTRENDS
seoul food house,0,0,0,0,0,0,0,1,0,0,0,0,1,1,False,False,Seoul Food House
skin trends,0,0,0,0,0,1,0,0,0,0,0,0,1,1,False,False,Skin Trends
seoulgyupsal open,0,0,0,0,0,0,0,1,0,0,0,0,1,1,False,False,Seoulgyupsal OPEN
skin u love,0,0,0,0,0,0,0,0,1,0,0,0,1,1,False,False,SKIN U LOVE
seoul station,0,0,0,0,0,1,0,0,0,0,0,0,1,1,False,False,Seoul Station
skincare rx,0,0,0,0,0,0,1,0,0,0,0,0,1,1,False,False,Skincare Rx
skincell advanced aesthetic clinics,0,1,0,0,0,0,0,0,0,0,0,0,1,1,False,False,SKINCELL ADVANCED AESTHETIC CLINICS
seoul mate home kitchen,0,0,0,0,0,1,0,0,0,0,0,0,1,1,False,False,Seoul Mate Home Kitchen
skines,0,0,0,1,0,0,0,0,0,0,0,0,1,1,False,False,Skines
seoul korean grill cuisine,0,1,0,0,0,0,0,0,0,0,0,0,1,1,False,False,SEOUL KOREAN GRILL + CUISINE
skinmode tattoo,0,0,0,0,1,0,0,0,0,0,0,0,1,1,False,False,Skinmode Tattoo
skinology spa wellness center,0,0,0,0,0,0,0,0,1,0,0,0,1,1,False,False,SKINOLOGY SPA WELLNESS CENTER
sentro cafe,0,0,0,0,0,0,0,0,1,0,0,0,1,1,False,False,SENTRO CAFE
serafina,0,0,0,0,0,0,0,0,1,0,0,0,1,1,False,False,SERAFINA
skinrev aesthetic clinic,0,0,0,0,0,0,0,0,1,0,0,0,1,1,False,False,SKINREV AESTHETIC CLINIC
senses,0,0,0,0,0,0,0,1,0,0,0,0,1,1,False,False,SENSES
sensei exhibit,0,0,0,0,0,0,0,1,0,0,0,0,1,1,False,False,SENSEI EXHIBIT
sensei,0,0,1,0,0,0,0,0,0,0,0,0,1,1,False,False,Sensei
skintech,0,1,0,0,0,0,0,0,0,0,0,0,1,1,False,False,SKINTECH
skintech face & beauty center,0,0,1,0,0,0,0,0,0,0,0,0,1,1,False,False,Skintech Face & Beauty Center
senorita de bacolod,0,0,0,0,0,0,0,0,1,0,0,0,1,1,False,False,SEÑORITA DE BACOLOD
skinthetics,0,0,0,0,0,0,0,1,0,0,0,0,1,1,False,False,SKINTHETICS
senor sabores tacos nachos wings,0,0,0,0,0,0,0,0,1,0,0,0,1,1,False,False,SEÑOR SABORES TACOS NACHOS WINGS
senor pollo,0,0,0,0,0,0,1,0,0,0,0,0,1,1,False,False,Senor Pollo
senor barbershop,0,0,0,0,0,1,0,0,0,0,0,0,1,1,False,False,Señor Barbershop
skin touch,0,0,1,0,0,0,0,0,0,0,0,0,1,1,False,False,Skin Touch
skin studio,0,0,0,0,0,0,0,1,0,0,0,0,1,1,False,False,Skin Studio
skin doctors beauty and wellness,0,0,0,0,1,0,0,0,0,0,0,0,1,1,False,False,Skin Doctors Beauty and Wellness
seven gems jewelry,0,0,0,0,0,0,0,0,1,0,0,0,1,1,False,False,SEVEN GEMS JEWELRY
sewing room and alterations specialist,0,0,0,0,0,1,0,0,0,0,0,0,1,1,False,False,The Sewing Room And Alterations Specialist
skin files beauty lounge,0,0,0,0,0,0,0,0,1,0,0,0,1,1,False,False,SKIN FILES BEAUTY LOUNGE
skin hub aesthetic laser center,0,0,0,0,0,0,0,0,1,0,0,0,1,1,False,False,SKIN HUB AESTHETIC LASER CENTER
skin magical,0,0,0,0,0,0,0,1,0,0,0,0,1,1,False,False,Skin Magical
sewing bar,0,1,0,0,0,0,0,0,0,0,0,0,1,1,False,False,SEWING BAR
sew terrific,0,0,0,0,0,0,1,0,0,0,0,0,1,1,False,False,Sew Terrific
sew it right,0,0,0,0,0,0,0,0,0,0,1,0,1,1,False,False,Sew It Right
sew fit upcycling alterations,0,0,0,0,0,0,0,0,1,0,0,0,1,1,False,False,SEW FIT UPCYCLING ALTERATIONS
sew and fit alterations,0,0,0,0,0,1,0,0,0,0,0,0,1,1,False,False,Sew and Fit Alterations
seventh j,0,0,0,0,0,0,1,0,0,0,0,0,1,1,False,False,Seventh J
seven seven,0,0,0,0,0,0,0,1,0,0,0,0,1,1,False,False,Seven Seven
sesou,0,0,0,0,0,0,0,0,1,0,0,0,1,1,False,False,SESOU
serenes hair extension and spa,0,0,0,0,0,0,0,0,1,0,0,0,1,1,False,False,SERENES HAIR EXTENSION AND SPA
servicio,0,0,0,0,0,0,0,0,1,0,0,0,1,1,False,False,SERVICIO
serta,0,1,0,0,0,0,0,0,0,0,0,0,1,1,False,False,SERTA
skin nurse,0,0,0,0,0,0,0,1,0,0,0,0,1,1,False,False,SKIN NURSE
skin perfect temporarily closed,0,0,0,0,0,0,0,1,0,0,0,0,1,1,False,False,Skin Perfect TEMPORARILY CLOSED
skin plus,0,0,0,0,0,0,0,0,1,0,0,0,1,1,False,False,SKIN PLUS
skin rejuve,0,0,0,0,0,0,0,0,1,0,0,0,1,1,False,False,SKIN REJUVE
skin republic,0,0,0,0,0,1,0,0,0,0,0,0,1,1,False,False,Skin Republic
serious player only,0,0,0,0,0,0,1,0,0,0,0,0,1,1,False,False,Serious Player Only
serinas fashion jewelry,0,0,0,0,0,0,0,1,0,0,0,0,1,1,False,False,SERINA'S FASHION JEWELRY
serinas,0,0,0,0,0,0,0,1,0,0,0,0,1,1,False,False,SERINA'S
skin story beauty lounge,0,0,0,0,0,0,0,0,1,0,0,0,1,1,False,False,SKIN STORY BEAUTY LOUNGE
sizzling seafoods,0,0,0,0,0,0,0,1,0,0,0,0,1,1,False,False,Sizzling Seafoods
shell ev charging station,0,0,0,0,0,0,0,1,0,0,0,0,1,1,False,False,Shell EV Charging Station
sherean fashion,0,0,0,0,0,0,0,1,0,0,0,0,1,1,False,False,Sherean Fashion
siomai house empanada espesyal,0,0,0,0,0,0,0,0,0,0,0,1,1,1,False,False,SIOMAI HOUSE/EMPANADA ESPESYAL
siennalos,0,0,0,0,0,0,0,0,1,0,0,0,1,1,False,False,SIENNALOS
sio republic,0,0,0,0,0,0,0,0,1,0,0,0,1,1,False,False,SIO REPUBLIC
sidechick,0,0,0,0,0,0,0,0,1,0,0,0,1,1,False,False,SIDECHICK
side quest,0,0,0,0,0,0,1,0,0,0,0,0,1,1,False,False,Side Quest
sio yummy,0,1,0,0,0,0,0,0,0,0,0,0,1,1,False,False,SIO-YUMMY
sicilian roast,0,0,0,0,0,0,0,0,1,0,0,0,1,1,False,False,SICILIAN ROAST
siomai district,0,0,0,0,0,0,0,0,1,0,0,0,1,1,False,False,SIOMAI DISTRICT
sibyullee,0,0,0,0,0,0,1,0,0,0,0,0,1,1,False,False,Sibyullee
siargao de palmas,0,0,0,0,0,0,0,0,1,0,0,0,1,1,False,False,SIARGAO DE PALMAS
siomai express,0,0,0,0,0,0,0,1,0,0,0,0,1,1,False,False,Siomai Express
siam thai,0,0,0,0,0,0,1,0,0,0,0,0,1,1,False,False,Siam Thai
shylaer sizzling steak,0,0,0,0,0,0,0,0,1,0,0,0,1,1,False,False,SHYLAER SIZZLING STEAK
sier,0,0,0,0,0,0,0,1,0,0,0,0,1,1,False,False,SIER
shuyi grass jelly,0,0,0,0,0,1,0,0,0,0,0,0,1,1,False,False,Shuyi Grass Jelly
shuyi,0,0,0,0,0,1,0,0,0,0,0,0,1,1,False,False,Shuyi
siomai house exterior,0,0,0,0,0,0,0,0,0,1,0,0,1,1,False,False,SIOMAI HOUSE EXTERIOR
shuomai,0,0,0,0,0,0,0,1,0,0,0,0,1,1,False,False,SHUOMAI
siomai house minigem,0,0,0,0,0,0,0,0,0,0,0,1,1,1,False,False,SIOMAI HOUSE Minigem (#43)
siomai house unlimited,0,0,1,0,0,0,0,0,0,0,0,0,1,1,False,False,Siomai House Unlimited
shukey key duplicator,0,0,0,0,0,0,0,1,0,0,0,0,1,1,False,False,Shukey Key Duplicator
shui head spa,0,0,0,0,0,0,0,0,1,0,0,0,1,1,False,False,SHUI HEAD SPA
siomai king 0908 783 0318,0,0,0,0,0,0,0,1,0,0,0,0,1,1,False,False,SIOMAI KING 0908 783 0318
siomai king 9954641325,0,0,0,0,0,0,0,1,0,0,0,0,1,1,False,False,Siomai King 9954641325
siomai sa tisa,0,0,0,0,0,0,0,1,0,0,0,0,1,1,False,False,SIOMAI SA TISA
sio cha,0,0,0,0,0,1,0,0,0,0,0,0,1,1,False,False,Sio-Cha
siete estrellas inc,0,0,0,0,0,0,0,0,0,0,0,1,1,1,False,False,"SIETE ESTRELLAS, INC."
sizzling race,0,0,0,0,0,0,0,1,0,0,0,0,1,1,False,False,Sizzling Race
simply fashion boutique asgar store,0,0,0,0,0,0,0,0,0,0,0,1,1,1,False,False,SIMPLY FASHION BOUTIQUE ASGAR STORE
silverich,0,0,0,0,1,0,0,0,0,0,0,0,1,1,False,False,Silverich
silverholic,0,0,0,0,0,0,0,0,1,0,0,0,1,1,False,False,SILVERHOLIC
simon designs,0,0,0,0,0,0,0,0,1,0,0,0,1,1,False,False,SIMON DESIGNS
simple & whole,0,0,0,0,0,0,0,0,1,0,0,0,1,1,False,False,SIMPLE & WHOLE
simple jump,0,0,0,0,0,0,0,0,1,0,0,0,1,1,False,False,SIMPLE JUMP
simplicitea place,0,0,0,0,0,0,0,0,1,0,0,0,1,1,False,False,SIMPLICITEA PLACE
silver gems,0,0,0,0,0,0,0,1,0,0,0,0,1,1,False,False,SILVER GEMS
silver gadgets tech and services,0,0,0,0,0,0,0,1,0,0,0,0,1,1,False,False,SILVER GADGETS TECH AND SERVICES
simplicity crafts frames county,0,0,0,0,0,0,0,0,1,0,0,0,1,1,False,False,SIMPLICITY CRAFTS FRAMES COUNTY
silver gadget tech and services,0,0,0,0,0,0,0,0,1,0,0,0,1,1,False,False,SILVER GADGET TECH AND SERVICES
silver gadget tech & services,0,0,0,0,0,0,0,1,0,0,0,0,1,1,False,False,Silver Gadget Tech & Services
silver collections,0,0,0,0,0,0,0,1,0,0,0,0,1,1,False,False,Silver Collections
sifra,0,1,0,0,0,0,0,0,0,0,0,0,1,1,False,False,SIFRA
silver best,1,0,0,0,0,0,0,0,0,0,0,0,1,1,False,False,SILVER BEST
silog express,0,0,1,0,0,0,0,0,0,0,0,0,1,1,False,False,Silog Express
silkygirl,0,0,0,0,0,0,0,0,0,0,0,1,1,1,False,False,SILKYGIRL
silicon valley kimencier,0,0,0,0,0,0,0,0,0,0,0,1,1,1,False,False,SILICON VALLEY KIMENCIER
simula ph,0,1,0,0,0,0,0,0,0,0,0,0,1,1,False,False,SIMULA PH
silantro fil mex cantina,0,1,0,0,0,0,0,0,0,0,0,0,1,1,False,False,SILANTRO FIL-MEX CANTINA
silantro,0,0,0,0,0,1,0,0,0,0,0,0,1,1,False,False,Silantro
sikwate house,0,0,0,0,0,0,0,1,0,0,0,0,1,1,False,False,SIKWATE HOUSE
sincerity,0,0,0,0,0,1,0,0,0,0,0,0,1,1,False,False,Sincerity
signet,0,0,0,0,0,0,0,1,0,0,0,0,1,1,False,False,SIGNET
sift laureana,0,0,0,0,0,1,0,0,0,0,0,0,1,1,False,False,Sift Laureana
shou la mien hand pulled noodles,0,1,0,0,0,0,0,0,0,0,0,0,1,1,False,False,SHOU LA MIEN HAND-PULLED NOODLES
sip and gogh,0,0,0,0,0,1,0,0,0,0,0,0,1,1,False,False,Sip And Gogh
sip n stack,0,0,1,0,0,0,0,0,0,0,0,0,1,1,False,False,Sip N Stack
six doors buffet,0,0,0,0,0,1,0,0,0,0,0,0,1,1,False,False,Six Doors Buffet
sit rest massage station,0,0,0,0,0,0,0,0,1,0,0,0,1,1,False,False,SIT REST MASSAGE STATION
site for eyes optical clinic,0,0,0,0,0,0,0,0,1,0,0,0,1,1,False,False,SITE FOR EYES OPTICAL CLINIC
shipshape,0,0,0,0,0,1,0,0,0,0,0,0,1,1,False,False,Shipshape
shiotis,0,0,0,0,0,0,1,0,0,0,0,0,1,1,False,False,Shiotis
sitsirya,0,0,0,0,0,0,1,0,0,0,0,0,1,1,False,False,Sitsirya
shinju massage clinic,0,0,0,0,0,0,0,0,1,0,0,0,1,1,False,False,SHINJU MASSAGE CLINIC
shing fang,0,0,0,0,0,0,0,0,1,0,0,0,1,1,False,False,SHING FANG
sitting massage clinic,0,0,0,0,0,0,0,1,0,0,0,0,1,1,False,False,Sitting Massage Clinic
shine salon,0,0,0,0,0,0,0,1,0,0,0,0,1,1,False,False,Shine Salon
shine korean salon,0,0,0,0,0,1,0,0,0,0,0,0,1,1,False,False,Shine Korean Salon
shimmian,0,0,0,0,0,0,0,0,1,0,0,0,1,1,False,False,SHIMMIAN
sizzle corner,0,0,0,0,0,0,0,1,0,0,0,0,1,1,False,False,SIZZLE CORNER
sir george salon,0,0,0,0,0,1,0,0,0,0,0,0,1,1,False,False,Sir George Salon
sizzle mania,0,0,0,0,0,0,0,1,0,0,0,0,1,1,False,False,SIZZLE MANIA
shielas fashion,0,0,0,0,0,0,0,1,0,0,0,0,1,1,False,False,SHIELA'S FASHION
sizzlers steak & chops,0,0,0,0,0,1,0,0,0,0,0,0,1,1,False,False,Sizzlers Steak & Chops
sizzlers steak and chops,0,0,0,0,0,0,0,1,0,0,0,0,1,1,False,False,Sizzlers Steak and Chops
sizzlers steaks and chops 0928 559 0043,0,0,0,0,0,0,0,1,0,0,0,0,1,1,False,False,SIZZLERS STEAKS AND CHOPS 0928-559-0043
shi takoyaki,0,0,0,0,0,0,0,0,1,0,0,0,1,1,False,False,SHI' TAKOYAKI
shi shi noodle house,0,0,0,0,0,0,0,0,1,0,0,0,1,1,False,False,SHI SHI NOODLE HOUSE
sizzlig,0,0,0,0,0,0,0,1,0,0,0,0,1,1,False,False,Sizzlig
sizzling city,0,0,0,0,0,0,0,0,1,0,0,0,1,1,False,False,SIZZLING CITY
shi ki sai,0,0,0,0,0,1,0,0,0,0,0,0,1,1,False,False,Shi Ki Sai
sizzling cuisine,0,0,0,0,0,0,0,1,0,0,0,0,1,1,False,False,Sizzling Cuisine
shirley jewelry,0,0,0,0,1,0,0,0,0,0,0,0,1,1,False,False,Shirley Jewelry
shiro,0,0,0,0,1,0,0,0,0,0,0,0,1,1,False,False,Shiro
shirt circuit,0,1,0,0,0,0,0,0,0,0,0,0,1,1,False,False,SHIRT CIRCUIT
shirts & tee,0,0,0,0,0,0,0,1,0,0,0,0,1,1,False,False,Shirts & Tee
shopwise supermarket,0,0,1,0,0,0,0,0,0,0,0,0,1,1,False,False,Shopwise Supermarket
shopwise international grocery,1,0,0,0,0,0,0,0,0,0,0,0,1,1,False,False,Shopwise International Grocery
shopwise,0,1,0,0,0,0,0,0,0,0,0,0,1,1,False,False,SHOPWISE
sir george salon aurom,0,0,0,0,0,0,0,0,1,0,0,0,1,1,False,False,SIR GEORGE SALON AUROM
sir sisig,0,0,0,0,0,0,0,1,0,0,0,0,1,1,False,False,SIR SISIG
shopaholics galaxy burger,0,0,0,0,0,0,0,0,0,0,0,1,1,1,False,False,SHOPAHOLICS GALAXY BURGER
shomai heart,0,0,0,0,0,0,0,1,0,0,0,0,1,1,False,False,Shomai Heart
shokuji,0,0,0,0,0,0,1,0,0,0,0,0,1,1,False,False,Shokuji
shokudo,0,0,0,0,0,0,0,0,1,0,0,0,1,1,False,False,SHOKUDO
shoesalon,0,0,1,0,0,0,0,0,0,0,0,0,1,1,False,False,Shoesalon
sir tseff,0,0,0,0,0,1,0,0,0,0,0,0,1,1,False,False,Sir Tseff'
shoefix master shoes and bags repair & key duplication,0,0,0,0,0,0,0,1,0,0,0,0,1,1,False,False,SHOEFIX MASTER SHOES AND BAGS REPAIR & KEY DUPLICATION
shoebox,0,0,0,0,0,0,0,1,0,0,0,0,1,1,False,False,SHOEBOX
sisig express,0,0,1,0,0,0,0,0,0,0,0,0,1,1,False,False,Sisig Express
sisig express minigem,0,0,0,0,0,0,0,0,0,0,0,1,1,1,False,False,SISIG EXPRESS MINIGEM (#45)
sisig hooray gourmet express,0,0,0,0,0,0,0,0,1,0,0,0,1,1,False,False,SISIG HOORAY GOURMET EXPRESS
shoe game,0,0,0,0,0,0,0,0,1,0,0,0,1,1,False,False,SHOE GAME
sisig station,0,0,0,0,0,0,0,1,0,0,0,0,1,1,False,False,SISIG STATION
sit & rest massage station,0,0,0,0,0,0,0,1,0,0,0,0,1,1,False,False,SIT & REST MASSAGE STATION
shoe crew ph,0,0,0,0,0,0,0,0,1,0,0,0,1,1,False,False,SHOE CREW PH
shizuru,0,0,0,0,0,0,0,0,1,0,0,0,1,1,False,False,SHIZURU
shitako takoyaki and pita wrap express,0,1,0,0,0,0,0,0,0,0,0,0,1,1,False,False,SHITAKO TAKOYAKI AND PITA WRAP EXPRESS
sit and rest,0,0,0,0,1,0,0,0,0,0,0,0,1,1,False,False,Sit and Rest
sendem,0,1,0,0,0,0,0,0,0,0,0,0,1,1,False,False,SENDEM
skintrends the acne authority,0,0,0,0,0,0,0,0,0,0,1,0,1,1,False,False,SkinTrends The Acne Authority
sole depot,0,1,0,0,0,0,0,0,0,0,0,0,1,1,False,False,SOLE DEPOT
sano frozen yogurt,0,0,0,0,0,0,0,1,0,0,0,0,1,1,False,False,SANO FROZEN YOGURT
santibanez flower shop,0,1,0,0,0,0,0,0,0,0,0,0,1,1,False,False,SANTIBAÑEZ FLOWER SHOP
santa barbara polo & raquet 9632236124,0,0,0,0,0,0,0,1,0,0,0,0,1,1,False,False,SANTA BARBARA POLO & RAQUET 9632236124
santa barbara,0,0,0,0,0,1,0,0,0,0,0,0,1,1,False,False,Santa Barbara
sans rival cakes and pastries,0,0,0,0,0,0,0,1,0,0,0,0,1,1,False,False,Sans Rival Cakes and Pastries
so fashionable,0,0,0,0,0,0,0,0,0,0,0,1,1,1,False,False,SO FASHIONABLE
so good gift shop,0,0,0,0,0,0,0,1,0,0,0,0,1,1,False,False,SO GOOD GIFT SHOP
sans rival cake and pastries,0,0,0,0,0,0,0,1,0,0,0,0,1,1,False,False,SANS RIVAL CAKE AND PASTRIES
sans rival bistro,0,0,1,0,0,0,0,0,0,0,0,0,1,1,False,False,Sans Rival Bistro
so good gift shop 9356219291,0,0,0,0,0,0,0,1,0,0,0,0,1,1,False,False,So Good Gift Shop 9356219291
sans rival,0,0,0,0,0,0,0,1,0,0,0,0,1,1,False,False,SANS RIVAL
sobra cafe,0,0,0,0,0,0,0,1,0,0,0,0,1,1,False,False,SOBRA CAFE
sankyodai sushi bar,0,1,0,0,0,0,0,0,0,0,0,0,1,1,False,False,SANKYODAI SUSHI BAR
so be near,0,0,0,0,0,0,0,1,0,0,0,0,1,1,False,False,So Be Near
sanitize us,0,0,1,0,0,0,0,0,0,0,0,0,1,1,False,False,Sanitize Us
sangyupsal house 9121180732 09654654670,0,0,0,0,0,0,0,1,0,0,0,0,1,1,False,False,Sangyupsal House 9121180732/09654654670
sandztel mobile,0,0,0,0,0,0,0,0,1,0,0,0,1,1,False,False,SANDZTEL MOBILE
social,0,1,0,0,0,0,0,0,0,0,0,0,1,1,False,False,THE SOCIAL
sandugo storage room yash gadgets,0,0,0,0,0,0,0,0,0,0,0,1,1,1,False,False,SANDUGO STORAGE ROOM YASH GADGETS
sandugo stockroom,0,0,0,0,0,0,0,0,0,0,0,1,1,1,False,False,SANDUGO STOCKROOM
sandugo sandals,0,1,0,0,0,0,0,0,0,0,0,0,1,1,False,False,SANDUGO SANDALS
social donuts,0,0,0,0,0,0,0,1,0,0,0,0,1,1,False,False,The Social Donuts
sandok ni teng,0,0,1,0,0,0,0,0,0,0,0,0,1,1,False,False,Sandok Ni Teng
sandok,0,0,0,0,1,0,0,0,0,0,0,0,1,1,False,False,Sandok
sandobox,0,0,0,0,0,0,0,1,0,0,0,0,1,1,False,False,SANDOBOX
santino s,0,0,0,0,1,0,0,0,0,0,0,0,1,1,False,False,Santino\'s
snowpy ice cream mini gem exhibit,0,0,0,0,0,0,0,0,0,0,0,1,1,1,False,False,SNOWPY ICE CREAM MINI GEM EXHIBIT
sandbox clinic,0,0,0,0,0,0,0,1,0,0,0,0,1,1,False,False,SANDBOX CLINIC (0917-118-9289)
sarabia optical 9062676755,0,0,0,0,0,0,0,1,0,0,0,0,1,1,False,False,Sarabia Optical 9062676755
sassa,0,0,1,0,0,0,0,0,0,0,0,0,1,1,False,False,Sassa
sasa cafe,0,0,0,0,0,0,0,1,0,0,0,0,1,1,False,False,SASA CAFE
sariwon,0,1,0,0,0,0,0,0,0,0,0,0,1,1,False,False,SARIWON
sarahs bakeshop,0,0,0,0,0,0,0,0,1,0,0,0,1,1,False,False,SARAH'S BAKESHOP
snacks,0,0,0,0,0,0,0,0,1,0,0,0,1,1,False,False,SNACKS
sarah lea travel and tours,0,0,0,0,0,0,0,1,0,0,0,0,1,1,False,False,SARAH LEA TRAVEL AND TOURS
sarah fashion,0,0,0,0,0,0,0,1,0,0,0,0,1,1,False,False,SARAH FASHION
sarah & sophie trading,0,1,0,0,0,0,0,0,0,0,0,0,1,1,False,False,SARAH & SOPHIE TRADING
snacktime dc,0,0,0,0,0,0,0,0,1,0,0,0,1,1,False,False,SNACKTIME - DC
sarabia optical world,0,1,0,0,0,0,0,0,0,0,0,0,1,1,False,False,SARABIA OPTICAL WORLD
snacktime imax,0,0,0,0,0,0,0,0,1,0,0,0,1,1,False,False,SNACKTIME - IMAX
snakyard 9190893201,0,0,0,0,0,0,0,1,0,0,0,0,1,1,False,False,SNAKYARD 9190893201
snow plus,0,0,0,0,0,0,0,1,0,0,0,0,1,1,False,False,Snow Plus
sneaker box,0,0,0,0,0,0,1,0,0,0,0,0,1,1,False,False,Sneaker Box
sapatero plus,0,1,0,0,0,0,0,0,0,0,0,0,1,1,False,False,SAPATERO PLUS
sneakerbox manila,0,0,0,0,0,1,0,0,0,0,0,0,1,1,False,False,SneakerBox Manila
sanyang furniture,0,0,0,0,0,0,0,1,0,0,0,0,1,1,False,False,Sanyang Furniture
